interview_id,application_id,round_number,interview_type,score,result,interviewer_feedback,duration_minutes
INT0022502,APP012837,2,Coding,50.5,Pass,Needs Improvement,120
INT0022503,APP012837,3,Coding,90.7,On Hold,Lacks Domain Knowledge,90
INT0022504,APP012840,1,Technical,61.9,Fail,Average Performance,30
INT0022505,APP012840,2,Case Study,50.4,On Hold,Needs Improvement,45
INT0022506,APP012840,3,Technical,53.3,Fail,Excellent Problem Solving,45
INT0022507,APP012840,4,Aptitude,42.0,Pass,Lacks Domain Knowledge,120
INT0022508,APP012841,1,Aptitude,80.6,Fail,Strong Technical Skills,45
INT0022509,APP012842,1,Technical,36.5,Pass,Excellent Problem Solving,45
INT0022510,APP012842,2,Group Discussion,36.7,Fail,Good Communication,120
INT0022511,APP012842,3,Case Study,39.4,On Hold,Good Communication,45
INT0022512,APP012843,1,Group Discussion,69.2,Fail,Excellent Problem Solving,60
INT0022513,APP012843,2,Coding,70.9,On Hold,Lacks Domain Knowledge,120
INT0022514,APP012843,3,Case Study,92.5,Pass,Strong Technical Skills,120
INT0022515,APP012844,1,Technical,94.7,Pass,Needs Improvement,120
INT0022516,APP012844,2,Technical,64.5,Fail,Needs Improvement,45
INT0022517,APP012846,1,Group Discussion,34.7,Fail,Needs Improvement,30
INT0022518,APP012846,2,Technical,94.0,On Hold,Lacks Domain Knowledge,60
INT0022519,APP012847,1,Group Discussion,82.7,Fail,Average Performance,120
INT0022520,APP012847,2,Case Study,74.7,Fail,Average Performance,120
INT0022521,APP012848,1,Coding,49.4,On Hold,Needs Improvement,90
INT0022522,APP012848,2,Technical,65.9,On Hold,Average Performance,120
INT0022523,APP012848,3,Case Study,44.7,Pass,Excellent Problem Solving,45
INT0022524,APP012849,1,Case Study,69.8,On Hold,Needs Improvement,45
INT0022525,APP012850,1,HR,83.8,On Hold,Excellent Problem Solving,90
INT0022526,APP012852,1,Group Discussion,60.8,Pass,Lacks Domain Knowledge,60
INT0022527,APP012852,2,Technical,48.2,On Hold,Excellent Problem Solving,30
INT0022528,APP012852,3,Coding,46.1,On Hold,Needs Improvement,60
INT0022529,APP012852,4,HR,47.2,On Hold,Strong Technical Skills,45
INT0022530,APP012853,1,Group Discussion,84.0,Pass,Average Performance,60
INT0022531,APP012853,2,Aptitude,75.9,Pass,Average Performance,45
INT0022532,APP012854,1,Coding,48.5,Pass,Average Performance,30
INT0022533,APP012854,2,Technical,42.9,Fail,Strong Technical Skills,60
INT0022534,APP012854,3,HR,77.7,On Hold,Average Performance,45
INT0022535,APP012855,1,HR,32.1,Fail,Average Performance,120
INT0022536,APP012855,2,Technical,37.3,On Hold,Excellent Problem Solving,60
INT0022537,APP012855,3,HR,81.6,Pass,Excellent Problem Solving,45
INT0022538,APP012855,4,HR,67.0,Fail,Average Performance,30
INT0022539,APP012856,1,Aptitude,44.0,On Hold,Needs Improvement,90
INT0022540,APP012856,2,Coding,54.9,Pass,Lacks Domain Knowledge,30
INT0022541,APP012858,1,Aptitude,92.3,Pass,Needs Improvement,90
INT0022542,APP012858,2,Aptitude,43.8,On Hold,Lacks Domain Knowledge,90
INT0022543,APP012859,1,Group Discussion,42.8,Fail,Lacks Domain Knowledge,45
INT0022544,APP012859,2,Technical,33.9,On Hold,Good Communication,30
INT0022545,APP012860,1,Aptitude,60.6,Fail,Average Performance,60
INT0022546,APP012861,1,HR,85.9,Fail,Good Communication,30
INT0022547,APP012861,2,Technical,45.9,Fail,Average Performance,45
INT0022548,APP012862,1,Technical,31.3,On Hold,Average Performance,90
INT0022549,APP012862,2,Aptitude,97.1,Fail,Needs Improvement,45
INT0022550,APP012862,3,Technical,36.3,On Hold,Excellent Problem Solving,90
INT0022551,APP012862,4,HR,93.9,Fail,Excellent Problem Solving,60
INT0022552,APP012863,1,Group Discussion,86.4,On Hold,Excellent Problem Solving,30
INT0022553,APP012863,2,HR,98.8,On Hold,Average Performance,90
INT0022554,APP012863,3,Case Study,68.7,Pass,Lacks Domain Knowledge,60
INT0022555,APP012864,1,Case Study,68.0,Fail,Needs Improvement,60
INT0022556,APP012864,2,Coding,41.8,On Hold,Average Performance,120
INT0022557,APP012865,1,Aptitude,43.6,On Hold,Average Performance,90
INT0022558,APP012867,1,Case Study,91.0,Pass,Average Performance,30
INT0022559,APP012867,2,Aptitude,55.3,Pass,Lacks Domain Knowledge,120
INT0022560,APP012867,3,Technical,54.4,On Hold,Strong Technical Skills,90
INT0022561,APP012869,1,Aptitude,66.3,Pass,Needs Improvement,90
INT0022562,APP012869,2,Aptitude,35.3,On Hold,Excellent Problem Solving,45
INT0022563,APP012869,3,Aptitude,56.3,Fail,Needs Improvement,45
INT0022564,APP012871,1,Coding,78.4,Fail,Needs Improvement,45
INT0022565,APP012871,2,HR,37.6,On Hold,Good Communication,30
INT0022566,APP012871,3,Aptitude,85.4,Fail,Excellent Problem Solving,120
INT0022567,APP012872,1,Aptitude,71.7,On Hold,Strong Technical Skills,30
INT0022568,APP012873,1,Technical,55.8,On Hold,Excellent Problem Solving,90
INT0022569,APP012873,2,HR,80.7,Fail,Good Communication,60
INT0022570,APP012873,3,HR,50.0,Fail,Excellent Problem Solving,60
INT0022571,APP012874,1,Aptitude,74.9,Pass,Excellent Problem Solving,60
INT0022572,APP012874,2,Aptitude,78.5,Fail,Strong Technical Skills,30
INT0022573,APP012874,3,HR,87.0,On Hold,Needs Improvement,30
INT0022574,APP012875,1,Coding,37.0,On Hold,Excellent Problem Solving,45
INT0022575,APP012875,2,Coding,68.5,On Hold,Excellent Problem Solving,60
INT0022576,APP012876,1,Case Study,88.5,On Hold,Needs Improvement,90
INT0022577,APP012877,1,Coding,57.7,On Hold,Average Performance,90
INT0022578,APP012877,2,Coding,74.4,On Hold,Good Communication,45
INT0022579,APP012878,1,HR,42.9,Fail,Lacks Domain Knowledge,120
INT0022580,APP012878,2,HR,98.4,On Hold,Average Performance,90
INT0022581,APP012878,3,Case Study,35.5,Pass,Good Communication,120
INT0022582,APP012880,1,HR,90.9,On Hold,Lacks Domain Knowledge,60
INT0022583,APP012880,2,HR,60.1,On Hold,Needs Improvement,30
INT0022584,APP012881,1,Group Discussion,36.8,Pass,Strong Technical Skills,120
INT0022585,APP012881,2,Case Study,77.4,Pass,Needs Improvement,120
INT0022586,APP012881,3,Technical,70.8,Fail,Lacks Domain Knowledge,45
INT0022587,APP012882,1,Group Discussion,40.5,Pass,Excellent Problem Solving,120
INT0022588,APP012883,1,HR,69.2,Fail,Good Communication,30
INT0022589,APP012883,2,HR,62.1,Pass,Lacks Domain Knowledge,120
INT0022590,APP012883,3,Coding,78.5,Pass,Average Performance,60
INT0022591,APP012884,1,Coding,40.3,On Hold,Good Communication,30
INT0022592,APP012885,1,HR,92.0,Fail,Excellent Problem Solving,90
INT0022593,APP012885,2,Group Discussion,46.7,On Hold,Lacks Domain Knowledge,30
INT0022594,APP012885,3,Group Discussion,99.5,Fail,Average Performance,120
INT0022595,APP012886,1,Technical,32.8,Pass,Lacks Domain Knowledge,60
INT0022596,APP012886,2,Aptitude,61.3,Fail,Strong Technical Skills,30
INT0022597,APP012886,3,Technical,73.4,Pass,Good Communication,60
INT0022598,APP012886,4,Coding,32.1,Pass,Average Performance,45
INT0022599,APP012887,1,Coding,86.6,Pass,Needs Improvement,60
INT0022600,APP012887,2,Coding,32.9,On Hold,Strong Technical Skills,120
INT0022601,APP012889,1,HR,82.2,Fail,Good Communication,30
INT0022602,APP012889,2,Group Discussion,81.7,Pass,Lacks Domain Knowledge,30
INT0022603,APP012889,3,Aptitude,78.4,Fail,Excellent Problem Solving,90
INT0022604,APP012889,4,HR,88.4,On Hold,Lacks Domain Knowledge,30
INT0022605,APP012890,1,Technical,32.1,Pass,Good Communication,30
INT0022606,APP012890,2,Coding,52.8,On Hold,Lacks Domain Knowledge,30
INT0022607,APP012892,1,Case Study,54.8,On Hold,Excellent Problem Solving,120
INT0022608,APP012893,1,Technical,42.4,On Hold,Excellent Problem Solving,45
INT0022609,APP012895,1,Case Study,48.5,Fail,Strong Technical Skills,45
INT0022610,APP012895,2,Case Study,96.6,On Hold,Needs Improvement,90
INT0022611,APP012898,1,Technical,38.2,Fail,Lacks Domain Knowledge,120
INT0022612,APP012899,1,HR,69.0,Pass,Strong Technical Skills,60
INT0022613,APP012899,2,Coding,67.1,Pass,Needs Improvement,30
INT0022614,APP012900,1,Aptitude,61.5,Pass,Excellent Problem Solving,90
INT0022615,APP012900,2,Group Discussion,59.7,Fail,Average Performance,60
INT0022616,APP012901,1,HR,68.7,Pass,Lacks Domain Knowledge,30
INT0022617,APP012901,2,Case Study,39.7,On Hold,Average Performance,120
INT0022618,APP012901,3,Coding,71.7,Pass,Strong Technical Skills,60
INT0022619,APP012901,4,HR,88.0,Fail,Excellent Problem Solving,60
INT0022620,APP012902,1,Technical,55.2,Pass,Average Performance,60
INT0022621,APP012902,2,Aptitude,80.4,Fail,Good Communication,30
INT0022622,APP012905,1,Technical,36.1,Fail,Lacks Domain Knowledge,90
INT0022623,APP012905,2,Group Discussion,73.2,On Hold,Strong Technical Skills,90
INT0022624,APP012906,1,Coding,89.8,Pass,Lacks Domain Knowledge,30
INT0022625,APP012906,2,Case Study,56.6,Fail,Average Performance,45
INT0022626,APP012907,1,Coding,68.6,On Hold,Good Communication,90
INT0022627,APP012907,2,Coding,51.5,Pass,Strong Technical Skills,60
INT0022628,APP012907,3,Technical,79.0,On Hold,Average Performance,60
INT0022629,APP012908,1,Aptitude,77.1,On Hold,Excellent Problem Solving,60
INT0022630,APP012908,2,Case Study,57.5,Fail,Good Communication,60
INT0022631,APP012908,3,Coding,85.3,Pass,Needs Improvement,45
INT0022632,APP012910,1,Technical,56.1,Pass,Needs Improvement,45
INT0022633,APP012910,2,Aptitude,56.3,Fail,Lacks Domain Knowledge,90
INT0022634,APP012910,3,HR,81.6,Pass,Excellent Problem Solving,30
INT0022635,APP012911,1,Group Discussion,37.5,Fail,Needs Improvement,30
INT0022636,APP012911,2,Group Discussion,39.1,Pass,Good Communication,120
INT0022637,APP012912,1,Group Discussion,70.8,On Hold,Average Performance,30
INT0022638,APP012912,2,Case Study,63.6,On Hold,Average Performance,45
INT0022639,APP012912,3,Aptitude,52.6,Pass,Average Performance,30
INT0022640,APP012912,4,HR,78.3,Fail,Strong Technical Skills,60
INT0022641,APP012913,1,Case Study,93.4,Pass,Average Performance,90
INT0022642,APP012913,2,Technical,61.6,On Hold,Lacks Domain Knowledge,45
INT0022643,APP012914,1,HR,46.5,On Hold,Strong Technical Skills,60
INT0022644,APP012914,2,Technical,60.9,Pass,Excellent Problem Solving,30
INT0022645,APP012914,3,HR,35.8,Pass,Needs Improvement,60
INT0022646,APP012915,1,Group Discussion,67.2,Pass,Excellent Problem Solving,120
INT0022647,APP012915,2,HR,70.3,Pass,Lacks Domain Knowledge,45
INT0022648,APP012915,3,HR,80.0,Pass,Lacks Domain Knowledge,45
INT0022649,APP012915,4,Group Discussion,88.8,Pass,Good Communication,30
INT0022650,APP012916,1,Group Discussion,43.7,Pass,Average Performance,30
INT0022651,APP012916,2,Aptitude,63.9,Fail,Needs Improvement,30
INT0022652,APP012916,3,Case Study,50.0,On Hold,Excellent Problem Solving,90
INT0022653,APP012916,4,Coding,90.2,On Hold,Strong Technical Skills,90
INT0022654,APP012917,1,Case Study,51.9,Pass,Lacks Domain Knowledge,45
INT0022655,APP012918,1,Aptitude,94.7,On Hold,Excellent Problem Solving,90
INT0022656,APP012918,2,Case Study,82.4,Fail,Excellent Problem Solving,45
INT0022657,APP012918,3,HR,95.0,Fail,Good Communication,30
INT0022658,APP012919,1,Aptitude,48.6,Fail,Excellent Problem Solving,90
INT0022659,APP012919,2,Case Study,40.7,Pass,Strong Technical Skills,30
INT0022660,APP012919,3,Coding,96.1,Pass,Average Performance,60
INT0022661,APP012921,1,Aptitude,72.2,On Hold,Average Performance,90
INT0022662,APP012923,1,Coding,86.9,Fail,Strong Technical Skills,90
INT0022663,APP012923,2,Coding,36.6,Fail,Lacks Domain Knowledge,60
INT0022664,APP012924,1,Aptitude,66.4,Pass,Strong Technical Skills,60
INT0022665,APP012924,2,Aptitude,39.1,Pass,Needs Improvement,60
INT0022666,APP012924,3,Group Discussion,30.2,Fail,Excellent Problem Solving,120
INT0022667,APP012925,1,Coding,89.4,Pass,Good Communication,45
INT0022668,APP012925,2,Group Discussion,43.8,On Hold,Strong Technical Skills,120
INT0022669,APP012926,1,Group Discussion,58.5,On Hold,Needs Improvement,60
INT0022670,APP012927,1,Coding,64.7,Pass,Good Communication,45
INT0022671,APP012927,2,Case Study,89.6,On Hold,Lacks Domain Knowledge,120
INT0022672,APP012927,3,Case Study,91.2,On Hold,Strong Technical Skills,30
INT0022673,APP012928,1,Coding,89.9,Fail,Average Performance,120
INT0022674,APP012930,1,Case Study,77.9,Fail,Needs Improvement,60
INT0022675,APP012930,2,HR,31.8,Fail,Excellent Problem Solving,120
INT0022676,APP012930,3,Aptitude,42.6,Fail,Excellent Problem Solving,120
INT0022677,APP012931,1,Case Study,79.3,Pass,Average Performance,90
INT0022678,APP012931,2,Group Discussion,57.4,Fail,Lacks Domain Knowledge,60
INT0022679,APP012931,3,HR,41.6,On Hold,Needs Improvement,90
INT0022680,APP012932,1,HR,83.6,Pass,Lacks Domain Knowledge,45
INT0022681,APP012932,2,HR,72.1,Fail,Needs Improvement,90
INT0022682,APP012932,3,HR,79.2,On Hold,Excellent Problem Solving,120
INT0022683,APP012933,1,Coding,61.8,Pass,Average Performance,45
INT0022684,APP012934,1,Coding,48.0,Fail,Lacks Domain Knowledge,30
INT0022685,APP012935,1,HR,44.1,On Hold,Excellent Problem Solving,45
INT0022686,APP012937,1,Coding,58.1,Fail,Excellent Problem Solving,90
INT0022687,APP012937,2,Group Discussion,30.5,Pass,Needs Improvement,120
INT0022688,APP012937,3,Technical,49.9,Fail,Average Performance,120
INT0022689,APP012938,1,Coding,62.4,Pass,Strong Technical Skills,90
INT0022690,APP012939,1,Group Discussion,48.4,On Hold,Excellent Problem Solving,90
INT0022691,APP012940,1,HR,94.5,On Hold,Average Performance,30
INT0022692,APP012940,2,Case Study,62.9,Fail,Excellent Problem Solving,90
INT0022693,APP012940,3,Technical,58.0,Fail,Average Performance,45
INT0022694,APP012940,4,Coding,32.8,On Hold,Excellent Problem Solving,45
INT0022695,APP012941,1,Case Study,69.2,On Hold,Needs Improvement,120
INT0022696,APP012941,2,HR,84.3,Pass,Lacks Domain Knowledge,60
INT0022697,APP012942,1,HR,91.4,Pass,Average Performance,60
INT0022698,APP012942,2,HR,91.9,On Hold,Good Communication,120
INT0022699,APP012942,3,Coding,30.2,On Hold,Strong Technical Skills,30
INT0022700,APP012942,4,Technical,42.1,Pass,Lacks Domain Knowledge,120
INT0022701,APP012943,1,Group Discussion,36.8,On Hold,Needs Improvement,45
INT0022702,APP012943,2,Technical,63.2,On Hold,Good Communication,120
INT0022703,APP012943,3,Coding,48.4,Pass,Strong Technical Skills,90
INT0022704,APP012944,1,Case Study,93.3,On Hold,Needs Improvement,60
INT0022705,APP012944,2,HR,63.1,On Hold,Average Performance,120
INT0022706,APP012944,3,Case Study,77.8,Pass,Excellent Problem Solving,120
INT0022707,APP012945,1,Case Study,51.9,On Hold,Average Performance,120
INT0022708,APP012946,1,Coding,70.1,Pass,Excellent Problem Solving,120
INT0022709,APP012946,2,Case Study,63.8,Pass,Excellent Problem Solving,60
INT0022710,APP012950,1,Case Study,82.1,On Hold,Lacks Domain Knowledge,60
INT0022711,APP012952,1,Aptitude,36.9,On Hold,Strong Technical Skills,90
INT0022712,APP012952,2,Case Study,74.2,On Hold,Excellent Problem Solving,90
INT0022713,APP012952,3,Group Discussion,74.2,On Hold,Average Performance,90
INT0022714,APP012952,4,HR,78.2,On Hold,Strong Technical Skills,90
INT0022715,APP012953,1,Group Discussion,74.6,On Hold,Excellent Problem Solving,120
INT0022716,APP012954,1,Coding,74.6,On Hold,Strong Technical Skills,45
INT0022717,APP012954,2,Case Study,69.5,Fail,Needs Improvement,45
INT0022718,APP012954,3,Group Discussion,38.0,On Hold,Needs Improvement,45
INT0022719,APP012954,4,Group Discussion,62.1,Fail,Excellent Problem Solving,30
INT0022720,APP012955,1,Technical,58.9,On Hold,Good Communication,45
INT0022721,APP012956,1,Case Study,73.2,On Hold,Excellent Problem Solving,90
INT0022722,APP012956,2,HR,39.8,On Hold,Good Communication,90
INT0022723,APP012956,3,Aptitude,82.3,Pass,Lacks Domain Knowledge,120
INT0022724,APP012956,4,Aptitude,46.3,On Hold,Lacks Domain Knowledge,60
INT0022725,APP012957,1,Case Study,75.2,Fail,Excellent Problem Solving,45
INT0022726,APP012957,2,Group Discussion,49.7,On Hold,Good Communication,120
INT0022727,APP012957,3,HR,71.2,On Hold,Lacks Domain Knowledge,45
INT0022728,APP012957,4,HR,92.5,Pass,Good Communication,45
INT0022729,APP012958,1,Technical,40.5,Pass,Good Communication,60
INT0022730,APP012959,1,Coding,50.6,On Hold,Needs Improvement,90
INT0022731,APP012960,1,Coding,46.6,Fail,Strong Technical Skills,60
INT0022732,APP012960,2,Case Study,43.8,On Hold,Average Performance,30
INT0022733,APP012961,1,Technical,56.8,On Hold,Good Communication,90
INT0022734,APP012961,2,Case Study,56.9,On Hold,Lacks Domain Knowledge,45
INT0022735,APP012963,1,Coding,86.3,Pass,Good Communication,30
INT0022736,APP012963,2,Group Discussion,82.4,On Hold,Lacks Domain Knowledge,90
INT0022737,APP012963,3,Technical,77.5,On Hold,Needs Improvement,45
INT0022738,APP012963,4,Coding,85.4,On Hold,Good Communication,60
INT0022739,APP012964,1,Aptitude,32.0,Pass,Needs Improvement,30
INT0022740,APP012964,2,Case Study,40.6,On Hold,Excellent Problem Solving,45
INT0022741,APP012964,3,Technical,93.1,Pass,Needs Improvement,45
INT0022742,APP012964,4,Technical,64.1,Pass,Average Performance,30
INT0022743,APP012965,1,Coding,32.3,Pass,Average Performance,60
INT0022744,APP012967,1,Aptitude,46.2,Pass,Average Performance,30
INT0022745,APP012967,2,Coding,30.9,On Hold,Average Performance,60
INT0022746,APP012967,3,Coding,88.0,On Hold,Lacks Domain Knowledge,30
INT0022747,APP012968,1,Technical,68.0,On Hold,Excellent Problem Solving,90
INT0022748,APP012968,2,Coding,67.3,Fail,Good Communication,45
INT0022749,APP012969,1,Technical,34.2,On Hold,Average Performance,45
INT0022750,APP012969,2,HR,70.4,On Hold,Good Communication,120
INT0022751,APP012969,3,Coding,90.0,On Hold,Strong Technical Skills,30
INT0022752,APP012970,1,Coding,47.9,On Hold,Good Communication,120
INT0022753,APP012970,2,Coding,36.5,On Hold,Average Performance,120
INT0022754,APP012972,1,HR,53.8,Fail,Excellent Problem Solving,120
INT0022755,APP012973,1,Coding,71.7,Pass,Strong Technical Skills,45
INT0022756,APP012973,2,HR,83.7,Fail,Lacks Domain Knowledge,45
INT0022757,APP012973,3,Coding,42.7,On Hold,Lacks Domain Knowledge,30
INT0022758,APP012973,4,Coding,74.9,Pass,Average Performance,120
INT0022759,APP012975,1,HR,30.4,Fail,Needs Improvement,30
INT0022760,APP012976,1,Case Study,43.0,Fail,Strong Technical Skills,60
INT0022761,APP012976,2,HR,95.5,On Hold,Excellent Problem Solving,90
INT0022762,APP012976,3,Technical,78.0,Fail,Good Communication,90
INT0022763,APP012977,1,Coding,72.5,Pass,Lacks Domain Knowledge,120
INT0022764,APP012978,1,Aptitude,79.1,Pass,Needs Improvement,45
INT0022765,APP012981,1,Technical,53.0,On Hold,Lacks Domain Knowledge,60
INT0022766,APP012982,1,Aptitude,96.4,Fail,Needs Improvement,120
INT0022767,APP012982,2,Group Discussion,72.6,Fail,Strong Technical Skills,60
INT0022768,APP012982,3,Aptitude,59.9,Pass,Needs Improvement,60
INT0022769,APP012983,1,Technical,77.5,Pass,Excellent Problem Solving,30
INT0022770,APP012983,2,Case Study,54.7,On Hold,Strong Technical Skills,120
INT0022771,APP012984,1,Group Discussion,58.8,Pass,Strong Technical Skills,90
INT0022772,APP012985,1,Technical,89.3,On Hold,Lacks Domain Knowledge,90
INT0022773,APP012987,1,Aptitude,47.0,On Hold,Needs Improvement,90
INT0022774,APP012987,2,Technical,80.6,Fail,Strong Technical Skills,30
INT0022775,APP012988,1,Aptitude,45.3,On Hold,Strong Technical Skills,45
INT0022776,APP012988,2,Group Discussion,49.4,Fail,Strong Technical Skills,60
INT0022777,APP012988,3,Coding,30.4,On Hold,Good Communication,30
INT0022778,APP012988,4,Case Study,85.2,Pass,Needs Improvement,30
INT0022779,APP012991,1,HR,90.2,Pass,Good Communication,90
INT0022780,APP012991,2,Technical,41.7,Pass,Excellent Problem Solving,120
INT0022781,APP012992,1,Technical,46.7,On Hold,Lacks Domain Knowledge,60
INT0022782,APP012992,2,Technical,81.8,On Hold,Lacks Domain Knowledge,45
INT0022783,APP012993,1,Technical,56.2,Pass,Strong Technical Skills,30
INT0022784,APP012993,2,Aptitude,90.5,Pass,Average Performance,30
INT0022785,APP012993,3,Group Discussion,44.0,Fail,Good Communication,30
INT0022786,APP012994,1,HR,43.0,Fail,Average Performance,120
